policy_id,policy_state,vehicle_count,driver_count,prior_claim_count,coverage_limit_bi,coverage_limit_pd,premium_amount,nonstandard_risk_tier
POL100868,FL,1.0,3,0,25000,50000,1100.49,tier_1
POL100869,AZ,3.0,3,1,50000,50000,1730.3,tier_2
POL100870,CA,4.0,5,1,50000,10000,2495.85,tier_3
POL100871,FL,1.0,3,0,50000,10000,1011.04,tier_1
POL100872,TX,2.0,3,1,15000,10000,1931.36,tier_4
POL100873,FL,4.0,4,1,50000,10000,2065.35,tier_2
POL100874,NV,3.0,4,2,25000,10000,2377.4,tier_3
POL100875,TX,4.0,5,0,15000,10000,2714.68,tier_4
POL100876,CA,2.0,4,0,50000,5000,1378.78,tier_2
POL100877,TX,1.0,3,0,50000,5000,1111.19,tier_2
POL100878,NV,3.0,4,1,25000,5000,2083.63,tier_3
POL100879,NV,2.0,4,1,50000,5000,2066.62,tier_3
POL100880,NV,2.0,3,0,25000,50000,1275.35,tier_2
POL100881,CA,1.0,2,2,15000,5000,1727.8,tier_3
POL100882,AZ,2.0,4,4,25000,10000,3187.46,tier_4
POL100883,NV,1.0,3,2,25000,50000,1817.58,tier_3
POL100884,CA,2.0,3,1,50000,10000,1452.72,tier_2
POL100885,TX,1.0,2,1,50000,10000,1133.55,tier_2
POL100886,FL,2.0,4,2,50000,25000,1994.58,tier_2
POL100887,TX,3.0,5,0,15000,10000,1522.1,tier_1
POL100888,CA,2.0,3,0,25000,10000,1382.57,tier_2
POL100889,CA,2.0,2,0,15000,25000,1401.72,tier_3
POL100890,CA,1.0,1,2,50000,25000,1370.81,tier_2
POL100891,CA,4.0,4,2,15000,25000,3062.28,tier_4
POL100892,TX,2.0,3,1,25000,50000,1490.39,tier_2
POL100893,AZ,1.0,2,0,50000,10000,848.08,tier_1
POL100894,FL,1.0,3,1,50000,25000,1638.77,tier_3
POL100895,TX,1.0,1,2,25000,10000,1706.01,tier_4
POL100896,NV,2.0,4,2,25000,25000,1687.74,tier_2
POL100897,FL,4.0,5,2,50000,25000,2485.89,tier_2
POL100898,CA,2.0,2,0,25000,25000,1129.92,tier_2
POL100899,CA,1.0,2,1,15000,50000,1467.71,tier_3
POL100900,CA,3.0,3,2,50000,10000,2380.39,tier_3
POL100901,FL,1.0,3,1,25000,25000,1382.17,tier_2
POL100902,FL,3.0,5,0,25000,10000,1713.89,tier_1
POL100903,TX,1.0,3,1,15000,10000,1591.07,tier_3
POL100904,FL,2.0,3,2,25000,25000,2487.83,tier_4
POL100905,GA,3.0,4,1,25000,25000,2069.72,tier_3
POL100906,TX,1.0,1,1,15000,10000,1277.3,tier_3
POL100907,FL,2.0,4,1,25000,10000,1596.22,tier_1
POL100908,FL,4.0,4,3,25000,10000,2503.82,tier_2
POL100909,NV,1.0,1,2,100000,5000,1436.69,tier_2
POL100910,NV,1.0,1,1,100000,10000,1241.28,tier_3
POL100911,NV,2.0,3,2,15000,50000,2528.8,tier_4
POL100912,CA,1.0,1,2,15000,10000,1939.89,tier_4
POL100913,FL,1.0,1,1,50000,50000,1493.68,tier_4
POL100914,AZ,2.0,3,4,100000,5000,2979.47,tier_4
POL100915,TX,2.0,4,3,50000,25000,2916.49,tier_4
POL100916,GA,1.0,2,0,15000,10000,830.09,tier_1
POL100917,TX,1.0,3,2,15000,25000,1337.23,tier_1
POL100918,FL,3.0,5,1,15000,10000,2128.05,tier_2
POL100919,FL,2.0,4,1,50000,25000,1967.29,tier_3
POL100920,FL,3.0,4,0,25000,50000,1491.25,tier_1
POL100921,AZ,2.0,4,2,25000,10000,2526.35,tier_4
POL100922,CA,4.0,5,0,25000,5000,2071.19,tier_3
POL100923,FL,,4,3,15000,10000,2431.8,tier_3
POL100924,FL,1.0,2,2,25000,25000,1405.99,tier_2
POL100925,AZ,3.0,3,0,15000,10000,1616.29,tier_2
POL100926,FL,2.0,3,0,50000,10000,1433.83,tier_2
POL100927,GA,1.0,3,1,50000,10000,1863.72,tier_4
POL100928,GA,1.0,3,1,50000,10000,1611.61,tier_3
POL100929,TX,2.0,3,1,25000,25000,1666.73,tier_3
POL100930,AZ,1.0,1,0,50000,25000,947.95,tier_2
POL100931,GA,1.0,2,1,50000,25000,1303.0,tier_2
POL100932,TX,1.0,3,0,15000,25000,1266.09,tier_2
POL100933,FL,2.0,3,0,15000,50000,1722.05,tier_3
POL100934,TX,1.0,2,0,25000,10000,1208.53,tier_4
POL100935,NV,2.0,3,1,25000,50000,1536.73,tier_2
POL100936,CA,1.0,1,3,15000,5000,1986.21,tier_4
POL100937,NV,1.0,1,0,15000,10000,826.91,tier_1
POL100938,TX,2.0,4,3,15000,25000,2816.34,tier_4
POL100939,FL,1.0,1,0,25000,10000,792.35,tier_1
POL100940,CA,2.0,4,0,25000,10000,1567.85,tier_2
POL100941,NV,1.0,1,2,15000,10000,1665.88,tier_4
POL100942,FL,1.0,2,1,50000,10000,1161.0,tier_2
POL100943,FL,1.0,2,2,25000,50000,1382.94,tier_2
POL100944,TX,2.0,4,0,25000,10000,1449.87,tier_2
POL100945,CA,1.0,3,1,15000,5000,1276.32,tier_2
POL100946,FL,3.0,4,2,50000,10000,2407.87,tier_3
POL100947,GA,1.0,2,1,100000,10000,1628.13,tier_4
POL100948,CA,2.0,4,1,25000,5000,2168.75,tier_4
POL100949,NV,2.0,3,0,15000,10000,1423.52,tier_2
POL100950,CA,1.0,1,1,15000,10000,1272.94,tier_3
POL100951,NV,2.0,3,0,15000,5000,1439.58,tier_2
POL100952,TX,1.0,1,0,50000,10000,881.17,tier_2
POL100953,FL,1.0,2,0,15000,10000,1026.94,tier_2
POL100954,TX,1.0,2,2,100000,25000,1884.16,tier_4
POL100955,CA,3.0,3,4,25000,10000,3180.3,tier_4
POL100956,TX,4.0,4,3,25000,5000,3372.54,tier_4
POL100957,TX,1.0,3,0,50000,50000,1291.04,tier_3
POL100958,FL,2.0,3,2,15000,10000,2090.07,tier_3
POL100959,GA,2.0,2,1,50000,5000,1574.92,tier_3
POL100960,FL,1.0,3,1,15000,25000,1642.52,tier_3
POL100961,GA,3.0,5,2,50000,5000,2192.46,tier_2
POL100962,FL,2.0,4,0,25000,25000,1411.89,tier_1
POL100963,CA,3.0,5,0,15000,25000,1634.43,tier_1
POL100964,TX,4.0,5,0,50000,50000,2744.38,tier_4
POL100965,TX,1.0,2,1,15000,50000,1329.9,tier_3
POL100966,TX,2.0,2,1,15000,10000,1765.12,tier_4
POL100967,AZ,2.0,4,0,50000,25000,1428.12,tier_2
POL100968,NV,1.0,1,1,25000,10000,1160.31,tier_3
POL100969,FL,1.0,1,2,100000,10000,1221.22,tier_2
POL100970,FL,4.0,5,0,25000,10000,2042.58,tier_2
POL100971,TX,1.0,3,0,25000,5000,1049.39,tier_1
POL100972,FL,2.0,3,0,25000,5000,1179.98,tier_1
POL100973,CA,3.0,5,1,15000,5000,2623.61,tier_4
POL100974,CA,1.0,3,0,100000,5000,1109.48,tier_2
POL100975,TX,2.0,4,1,15000,10000,2084.28,tier_3
POL100976,CA,4.0,4,1,25000,50000,2313.48,tier_3
POL100977,NV,2.0,3,0,15000,10000,1236.87,tier_2
POL100978,CA,1.0,1,1,15000,25000,1345.66,tier_3
POL100979,CA,1.0,3,1,25000,25000,1362.41,tier_2
POL100980,GA,4.0,4,2,50000,25000,3195.5,tier_4
POL100981,GA,1.0,3,2,50000,10000,2059.77,tier_4
POL100982,FL,2.0,2,1,50000,25000,1715.91,tier_3
POL100983,FL,1.0,2,0,25000,25000,1267.99,tier_3
POL100984,AZ,1.0,1,0,25000,25000,767.94,tier_1
POL100985,CA,3.0,5,1,15000,50000,2593.35,tier_4
POL100986,TX,2.0,3,1,50000,10000,1632.77,tier_2
POL100987,CA,4.0,5,0,25000,10000,1849.12,tier_1
POL100988,TX,1.0,1,0,25000,50000,777.85,tier_2
POL100989,GA,2.0,3,3,15000,10000,2546.78,tier_4
POL100990,NV,3.0,5,0,50000,25000,1842.4,tier_3
POL100991,GA,,4,1,50000,5000,1994.61,tier_3
POL100992,NV,1.0,1,3,50000,5000,2027.04,tier_4
POL100993,FL,,4,1,15000,10000,1876.22,tier_2
POL100994,NV,1.0,2,4,100000,5000,2367.83,tier_4
POL100995,NV,2.0,3,0,15000,50000,1255.91,tier_2
POL100996,FL,4.0,5,0,25000,5000,2233.37,tier_3
POL100997,TX,1.0,1,0,15000,25000,755.1,tier_1
POL100998,FL,1.0,3,1,15000,5000,1824.72,tier_4
POL100999,TX,1.0,1,2,25000,50000,1388.34,tier_2
POL101000,FL,1.0,1,0,15000,10000,1005.17,tier_1
POL101001,CA,1.0,3,1,25000,5000,1576.3,tier_3
POL101002,FL,2.0,4,0,50000,5000,1434.31,tier_1
POL101003,TX,1.0,2,0,50000,10000,860.45,tier_1
POL101004,TX,2.0,4,0,50000,50000,1549.63,tier_3
POL101005,FL,1.0,2,0,25000,50000,999.05,tier_2
POL101006,CA,1.0,2,4,15000,10000,2375.79,tier_4
POL101007,GA,1.0,1,2,50000,10000,1340.0,tier_2
POL101008,FL,2.0,2,1,15000,5000,1577.66,tier_3
POL101009,TX,2.0,3,2,15000,10000,1879.89,tier_3
POL101010,CA,1.0,2,1,15000,10000,1575.56,tier_3
POL101011,AZ,3.0,5,1,50000,10000,2264.31,tier_3
POL101012,FL,2.0,3,0,25000,10000,1402.8,tier_3
POL101013,TX,1.0,3,3,50000,50000,2470.64,tier_4
POL101014,TX,3.0,4,0,25000,5000,1607.57,tier_2
POL101015,NV,1.0,1,0,25000,5000,990.41,tier_2
POL101016,GA,1.0,3,3,25000,5000,2019.66,tier_3
POL101017,TX,2.0,3,2,15000,5000,2306.92,tier_4
POL101018,CA,1.0,2,0,25000,5000,960.31,tier_1
POL101019,CA,1.0,2,1,50000,10000,1299.92,tier_2
POL101020,CA,2.0,2,2,25000,5000,2245.72,tier_4
POL101021,NV,1.0,2,0,15000,25000,1168.37,tier_3
POL101022,GA,3.0,4,2,50000,50000,2818.73,tier_4
POL101023,GA,3.0,4,1,25000,50000,2223.38,tier_3
POL101024,AZ,2.0,2,2,15000,25000,1913.05,tier_3
POL101025,CA,2.0,3,0,15000,5000,1337.12,tier_2
POL101026,GA,2.0,3,1,25000,5000,1940.25,tier_4
POL101027,TX,4.0,5,2,25000,5000,2481.68,tier_2
POL101028,TX,1.0,1,1,50000,50000,1281.58,tier_3
POL101029,NV,1.0,2,1,15000,50000,1214.34,tier_2
POL101030,CA,2.0,2,1,50000,10000,1752.61,tier_3
POL101031,AZ,2.0,3,0,25000,10000,1420.63,tier_3
POL101032,GA,1.0,1,0,25000,10000,1165.74,tier_3
POL101033,AZ,2.0,3,0,50000,10000,1771.41,tier_4
POL101034,AZ,1.0,3,1,25000,50000,1407.74,tier_2
POL101035,TX,3.0,5,1,15000,5000,2276.42,tier_3
POL101036,CA,1.0,3,0,25000,10000,1018.55,tier_2
POL101037,AZ,1.0,3,0,100000,10000,1148.38,tier_2
POL101038,FL,1.0,1,0,100000,5000,926.2,tier_2
POL101039,GA,1.0,2,0,15000,10000,988.48,tier_1
POL101040,CA,1.0,2,0,50000,25000,914.17,tier_1
POL101041,TX,1.0,3,1,25000,5000,1391.63,tier_3
POL101042,TX,1.0,2,2,15000,10000,1548.96,tier_3
POL101043,NV,1.0,3,0,50000,10000,1500.42,tier_3
POL101044,AZ,1.0,1,1,25000,5000,918.88,tier_1
POL101045,GA,1.0,1,1,25000,5000,1239.55,tier_2
POL101046,TX,1.0,1,0,50000,10000,818.35,tier_2
POL101047,FL,1.0,2,2,25000,5000,1916.49,tier_4
POL101048,CA,1.0,2,2,50000,10000,1985.14,tier_4
POL101049,TX,1.0,1,0,25000,25000,828.03,tier_2
POL101050,TX,1.0,3,0,15000,25000,1461.34,tier_3
POL101051,FL,,4,0,25000,50000,1345.94,tier_1
POL101052,FL,4.0,5,1,100000,10000,2249.42,tier_2
POL101053,TX,3.0,3,0,25000,25000,1369.0,tier_1
POL101054,FL,2.0,4,1,15000,25000,1756.99,tier_2
POL101055,AZ,2.0,4,2,50000,5000,2330.2,tier_3
POL101056,TX,1.0,1,2,100000,10000,1748.34,tier_4
POL101057,TX,2.0,2,0,100000,10000,1365.03,tier_2
POL101058,NV,2.0,3,2,25000,25000,1994.01,tier_3
POL101059,AZ,3.0,4,2,25000,10000,2476.95,tier_3
POL101060,AZ,3.0,3,3,25000,5000,2932.67,tier_4
POL101061,CA,2.0,4,1,50000,50000,1853.17,tier_3
POL101062,FL,2.0,3,0,50000,5000,1367.42,tier_2
POL101063,GA,3.0,4,2,50000,50000,2412.63,tier_3
POL101064,TX,1.0,1,2,25000,25000,1266.23,tier_2
POL101065,TX,3.0,5,1,15000,25000,2686.93,tier_4
POL101066,GA,1.0,1,0,25000,25000,910.18,tier_2
POL101067,CA,4.0,5,4,15000,5000,3275.83,tier_3
POL101068,NV,2.0,3,1,15000,10000,1414.42,tier_1
POL101069,AZ,1.0,3,0,25000,25000,1152.6,tier_2
POL101070,CA,2.0,2,3,50000,25000,2438.95,tier_4
POL101071,NV,,1,4,50000,10000,2045.89,tier_3
POL101072,FL,2.0,4,0,50000,5000,1425.77,tier_2
POL101073,AZ,3.0,5,0,50000,10000,2592.53,tier_4
POL101074,GA,2.0,3,2,50000,10000,2233.11,tier_4
POL101075,GA,3.0,3,0,50000,10000,1488.55,tier_2
POL101076,CA,1.0,3,0,15000,25000,1283.01,tier_3
POL101077,NV,1.0,2,2,25000,25000,1853.44,tier_3
POL101078,GA,1.0,3,3,15000,25000,1969.79,tier_3
POL101079,FL,1.0,3,1,15000,10000,1416.95,tier_2
