message_id,claim_id,message_timestamp,sender_type,sentiment_score,response_latency_minutes,escalation_flag
MSG065403,CLM200654,2024-11-03 18:10:00,adjuster,-0.457,51.4,0
MSG065404,CLM200654,2024-10-03 01:49:00,insured,-0.203,82.9,0
MSG065405,CLM200654,2024-10-28 07:35:00,adjuster,-0.079,13.2,0
MSG065406,CLM200654,2024-11-11 18:34:00,claimant,-0.154,118.6,0
MSG065407,CLM200654,2024-10-20 11:04:00,adjuster,-0.776,32.6,0
MSG065408,CLM200654,2024-11-09 23:25:00,claimant,-0.241,75.1,1
MSG065409,CLM200654,2024-11-01 00:39:00,claimant,-0.077,238.6,0
MSG065410,CLM200654,2024-10-14 07:06:00,adjuster,-0.408,147.7,0
MSG065411,CLM200654,2024-10-07 09:53:00,insured,0.082,69.9,0
MSG065500,CLM200655,2024-04-10 16:26:00,claimant,0.057,150.7,0
MSG065501,CLM200655,2024-04-07 20:05:00,adjuster,-0.027,49.7,0
MSG065502,CLM200655,2024-04-18 00:09:00,adjuster,-0.124,87.6,0
MSG065600,CLM200656,2024-05-01 01:45:00,adjuster,0.193,111.3,0
MSG065700,CLM200657,2024-10-17 13:05:00,adjuster,-0.686,33.4,0
MSG065701,CLM200657,2024-09-17 06:29:00,insured,-0.345,199.4,0
MSG065800,CLM200658,2025-01-19 11:53:00,insured,0.326,36.9,0
MSG065801,CLM200658,2025-01-10 15:14:00,attorney,-0.235,8.4,0
MSG065802,CLM200658,2024-12-24 20:55:00,insured,-0.168,37.9,0
MSG065900,CLM200659,2024-05-30 14:12:00,claimant,-0.096,67.2,0
MSG066000,CLM200660,2024-12-08 08:03:00,adjuster,-0.14,32.6,0
MSG066100,CLM200661,2024-03-13 08:41:00,claimant,-0.209,30.5,0
MSG066101,CLM200661,2024-03-12 15:45:00,insured,-0.019,33.5,0
MSG066200,CLM200662,2024-08-01 09:44:00,claimant,-0.199,40.5,0
MSG066201,CLM200662,2024-08-24 12:29:00,claimant,0.463,8.6,0
MSG066202,CLM200662,2024-08-03 00:10:00,insured,0.416,80.8,0
MSG066300,CLM200663,2025-01-02 01:12:00,insured,-0.433,24.1,0
MSG066301,CLM200663,2025-01-08 02:17:00,insured,-0.179,80.6,1
MSG066400,CLM200664,2024-07-10 03:11:00,attorney,-0.179,86.2,0
MSG066401,CLM200664,2024-07-07 15:54:00,insured,-0.113,33.8,0
MSG066402,CLM200664,2024-07-16 05:13:00,insured,-0.43,149.6,1
MSG066403,CLM200664,2024-06-27 06:08:00,claimant,0.429,71.8,0
MSG066500,CLM200665,2024-08-09 21:43:00,claimant,-0.298,105.7,0
MSG066501,CLM200665,2024-07-16 04:17:00,adjuster,0.039,60.5,0
MSG066502,CLM200665,2024-08-05 08:10:00,insured,-0.102,109.5,0
MSG066503,CLM200665,2024-07-10 07:54:00,,0.162,219.5,0
MSG066600,CLM200666,2024-04-01 21:20:00,claimant,0.289,58.4,0
MSG066601,CLM200666,2024-04-05 09:22:00,adjuster,0.403,82.5,0
MSG066602,CLM200666,2024-03-12 21:23:00,insured,-0.483,169.6,0
MSG066603,CLM200666,2024-03-29 09:35:00,adjuster,0.01,106.7,0
MSG066700,CLM200667,2024-08-12 14:20:00,adjuster,-0.117,68.3,0
MSG066701,CLM200667,2024-08-08 12:33:00,insured,0.31,45.7,0
MSG066800,CLM200668,2024-08-14 16:00:00,adjuster,0.306,49.9,0
MSG066801,CLM200668,2024-08-16 09:19:00,adjuster,-0.159,62.7,0
MSG066900,CLM200669,2025-01-02 02:16:00,claimant,0.085,73.9,0
MSG067000,CLM200670,2024-04-17 10:05:00,claimant,0.218,175.9,0
MSG067001,CLM200670,2024-03-18 13:27:00,attorney,-0.231,107.7,0
MSG067002,CLM200670,2024-04-02 17:21:00,insured,0.115,16.5,0
MSG067100,CLM200671,2024-05-25 01:04:00,claimant,-0.022,87.3,0
MSG067200,CLM200672,2024-09-20 08:03:00,insured,-0.151,78.4,0
MSG067201,CLM200672,2024-09-30 21:47:00,adjuster,0.136,28.8,0
MSG067202,CLM200672,2024-08-27 08:40:00,insured,0.092,37.9,0
MSG067300,CLM200673,2024-12-18 05:10:00,attorney,-0.202,67.3,0
MSG067301,CLM200673,2024-12-29 10:40:00,attorney,-0.006,123.2,0
MSG067302,CLM200673,2024-12-23 21:00:00,adjuster,0.036,35.9,0
MSG067303,CLM200673,2025-01-18 11:44:00,adjuster,-0.223,55.2,0
MSG067304,CLM200673,2025-01-13 06:56:00,adjuster,-0.104,8.8,0
MSG067305,CLM200673,2024-12-17 14:53:00,adjuster,-0.175,104.1,0
MSG067306,CLM200673,2024-12-29 13:15:00,adjuster,-0.186,24.2,0
MSG067400,CLM200674,2024-04-21 23:12:00,adjuster,-0.498,60.4,0
MSG067401,CLM200674,2024-04-09 07:48:00,claimant,-0.348,407.7,0
MSG067402,CLM200674,2024-04-30 06:38:00,adjuster,-0.254,20.8,0
MSG067403,CLM200674,2024-04-20 21:23:00,claimant,-0.216,79.8,0
MSG067404,CLM200674,2024-04-10 00:14:00,adjuster,-0.057,36.1,0
MSG067405,CLM200674,2024-04-25 08:40:00,attorney,-0.328,68.2,0
MSG067500,CLM200675,2024-09-18 15:24:00,adjuster,0.802,38.6,0
MSG067501,CLM200675,2024-09-26 23:32:00,adjuster,-0.403,166.1,0
MSG067600,CLM200676,2024-11-26 14:25:00,claimant,0.352,212.8,1
MSG067601,CLM200676,2024-12-09 23:31:00,claimant,-0.413,148.5,1
MSG067602,CLM200676,2024-12-20 14:09:00,claimant,-0.045,40.3,0
MSG067603,CLM200676,2024-12-05 21:31:00,attorney,-0.352,151.9,1
MSG067604,CLM200676,2024-12-06 18:30:00,insured,-0.269,51.5,0
MSG067700,CLM200677,2024-09-22 21:06:00,insured,0.009,16.8,0
MSG067701,CLM200677,2024-09-13 09:35:00,adjuster,-0.11,148.0,0
MSG067702,CLM200677,2024-08-29 02:21:00,adjuster,-0.521,8.4,0
MSG067703,CLM200677,2024-09-09 18:45:00,adjuster,0.042,22.3,0
MSG067704,CLM200677,2024-09-08 15:11:00,adjuster,-0.362,79.3,0
MSG067800,CLM200678,2024-07-02 10:53:00,attorney,0.087,24.5,1
MSG067900,CLM200679,2024-04-15 21:00:00,claimant,-0.269,79.6,0
MSG068000,CLM200680,2024-05-18 12:22:00,insured,0.16,58.5,0
MSG068001,CLM200680,2024-04-18 08:40:00,claimant,-0.208,61.4,0
MSG068002,CLM200680,2024-04-19 02:24:00,adjuster,0.362,11.4,0
MSG068100,CLM200681,2024-02-23 23:17:00,adjuster,-0.165,17.3,0
MSG068101,CLM200681,2024-01-22 22:05:00,claimant,0.128,92.6,0
MSG068102,CLM200681,2024-02-18 16:06:00,claimant,0.098,47.7,0
MSG068200,CLM200682,2024-03-05 17:38:00,adjuster,-0.101,66.6,0
MSG068201,CLM200682,2024-03-29 04:53:00,adjuster,0.041,242.0,0
MSG068202,CLM200682,2024-02-28 20:07:00,claimant,0.127,12.5,0
MSG068203,CLM200682,2024-03-08 12:18:00,adjuster,-0.682,136.4,0
MSG068204,CLM200682,2024-04-03 16:19:00,adjuster,-0.122,16.3,0
MSG068300,CLM200683,2024-06-13 01:20:00,claimant,0.03,72.8,0
MSG068301,CLM200683,2024-06-12 15:07:00,,0.348,86.3,0
MSG068400,CLM200684,2024-02-26 16:51:00,claimant,-0.227,30.1,0
MSG068401,CLM200684,2024-03-31 16:18:00,claimant,0.159,6.0,0
MSG068402,CLM200684,2024-02-28 02:33:00,insured,0.285,73.9,0
MSG068500,CLM200685,2024-02-03 14:46:00,insured,0.188,61.4,0
MSG068501,CLM200685,2024-01-16 17:22:00,attorney,-0.007,69.8,0
MSG068600,CLM200686,2024-10-16 06:32:00,adjuster,0.49,149.2,0
MSG068601,CLM200686,2024-10-07 10:49:00,adjuster,-0.219,56.5,0
MSG068602,CLM200686,2024-09-15 14:03:00,insured,-0.228,88.9,0
MSG068603,CLM200686,2024-09-26 08:25:00,attorney,0.15,199.9,0
MSG068700,CLM200687,2024-02-13 21:46:00,claimant,0.14,38.9,0
MSG068701,CLM200687,2024-02-08 17:55:00,adjuster,-0.057,73.7,0
MSG068702,CLM200687,2024-02-24 16:39:00,attorney,0.069,76.2,0
MSG068800,CLM200688,2024-03-03 07:13:00,claimant,-0.06,77.5,0
MSG068801,CLM200688,2024-03-03 10:58:00,adjuster,-0.65,138.4,0
MSG068802,CLM200688,2024-03-31 22:51:00,insured,-0.606,87.2,0
MSG068803,CLM200688,2024-04-02 05:01:00,adjuster,-0.52,174.4,0
MSG068804,CLM200688,2024-03-17 04:35:00,insured,-0.589,165.6,0
MSG068805,CLM200688,2024-03-31 22:47:00,adjuster,-0.324,184.2,0
MSG068806,CLM200688,2024-03-01 06:54:00,claimant,-0.401,77.9,0
MSG068807,CLM200688,2024-03-28 01:52:00,adjuster,-0.629,286.5,0
MSG068808,CLM200688,2024-03-03 10:36:00,claimant,-0.343,36.7,0
MSG068809,CLM200688,2024-03-03 22:21:00,adjuster,-0.514,127.3,0
MSG068900,CLM200689,2024-08-28 22:15:00,adjuster,-0.422,48.3,0
MSG068901,CLM200689,2024-09-04 19:26:00,insured,-0.424,142.5,0
MSG069000,CLM200690,2024-12-29 13:50:00,claimant,-0.333,90.8,0
MSG069001,CLM200690,2024-12-26 04:18:00,claimant,-0.525,3.1,1
MSG069002,CLM200690,2024-12-22 15:13:00,adjuster,-0.26,175.0,0
MSG069003,CLM200690,2024-12-27 03:05:00,adjuster,-0.083,55.6,0
MSG069004,CLM200690,2024-12-10 01:18:00,adjuster,-0.373,127.6,1
MSG069100,CLM200691,2024-10-09 09:36:00,attorney,-0.448,108.1,0
MSG069101,CLM200691,2024-10-27 04:00:00,adjuster,0.475,98.0,0
MSG069102,CLM200691,2024-09-24 10:32:00,attorney,0.05,39.9,0
MSG069103,CLM200691,2024-10-31 20:54:00,insured,0.175,38.3,0
MSG069104,CLM200691,2024-10-19 00:03:00,adjuster,0.46,262.9,0
MSG069105,CLM200691,2024-10-29 12:45:00,adjuster,-0.457,33.8,1
MSG069200,CLM200692,2024-01-28 03:43:00,claimant,-0.209,34.6,0
MSG069300,CLM200693,2024-03-19 01:48:00,adjuster,-0.331,89.0,0
MSG069301,CLM200693,2024-03-13 04:22:00,claimant,-0.257,14.8,0
MSG069302,CLM200693,2024-03-20 05:01:00,claimant,-0.48,104.4,0
MSG069400,CLM200694,2024-10-07 19:38:00,adjuster,0.131,67.2,0
MSG069500,CLM200695,2024-10-01 08:20:00,insured,0.096,58.0,0
MSG069600,CLM200696,2024-06-20 12:09:00,insured,0.116,32.4,0
MSG069700,CLM200697,2025-01-24 10:51:00,claimant,0.033,51.0,0
MSG069800,CLM200698,2024-11-27 14:55:00,attorney,0.088,18.8,0
MSG069801,CLM200698,2024-11-23 21:08:00,claimant,0.113,116.2,0
MSG069900,CLM200699,2024-10-19 08:36:00,adjuster,-0.079,90.8,0
MSG069901,CLM200699,2024-10-19 17:18:00,claimant,-0.039,51.3,0
MSG069902,CLM200699,2024-10-14 07:34:00,adjuster,0.329,119.8,0
MSG069903,CLM200699,2024-10-14 16:38:00,insured,0.284,95.4,0
MSG070000,CLM200700,2024-10-16 09:33:00,claimant,0.091,89.1,0
MSG070100,CLM200701,2024-10-16 17:10:00,adjuster,-0.036,71.3,0
MSG070200,CLM200702,2024-03-05 12:10:00,claimant,0.387,116.4,0
MSG070201,CLM200702,2024-03-27 04:02:00,adjuster,0.167,70.8,0
MSG070202,CLM200702,2024-03-18 05:09:00,claimant,0.258,173.3,0
MSG070300,CLM200703,2024-09-15 13:43:00,adjuster,-0.08,37.8,0
MSG070400,CLM200704,2024-12-17 20:25:00,adjuster,-0.301,43.8,0
MSG070500,CLM200705,2024-04-27 23:34:00,adjuster,-0.324,76.6,0
MSG070501,CLM200705,2024-04-24 15:05:00,adjuster,-0.592,120.0,1
MSG070502,CLM200705,2024-04-04 03:40:00,adjuster,0.15,150.4,1
MSG070600,CLM200706,2024-02-15 05:35:00,claimant,0.416,44.9,0
MSG070601,CLM200706,2024-01-27 01:09:00,insured,-0.159,182.8,0
MSG070602,CLM200706,2024-01-21 09:50:00,insured,-0.597,32.0,0
MSG070700,CLM200707,2024-06-09 17:09:00,claimant,0.159,96.9,0
MSG070800,CLM200708,2024-04-09 13:29:00,adjuster,0.005,5.3,0
MSG070900,CLM200709,2024-12-30 19:41:00,claimant,-0.489,250.3,0
MSG070901,CLM200709,2025-01-09 14:42:00,insured,-0.426,260.5,1
MSG070902,CLM200709,2025-01-07 04:43:00,insured,-0.221,32.2,0
MSG070903,CLM200709,2025-01-14 07:31:00,attorney,-0.159,206.7,0
MSG070904,CLM200709,2025-01-21 09:14:00,claimant,-0.217,78.1,0
MSG070905,CLM200709,2025-01-01 10:06:00,attorney,-0.577,31.1,1
MSG071000,CLM200710,2024-06-26 12:36:00,claimant,-0.256,108.0,0
MSG071100,CLM200711,2024-09-08 04:32:00,adjuster,-0.233,5.6,0
MSG071101,CLM200711,2024-10-03 08:06:00,claimant,-0.405,38.3,0
MSG071200,CLM200712,2025-02-02 01:25:00,adjuster,0.169,168.3,0
MSG071201,CLM200712,2025-01-30 22:20:00,claimant,-0.214,140.4,0
MSG071202,CLM200712,2025-01-16 15:54:00,adjuster,0.257,130.2,1
MSG071203,CLM200712,2025-02-01 12:16:00,insured,0.429,107.2,1
MSG071204,CLM200712,2024-12-31 06:53:00,adjuster,0.354,114.6,0
MSG071205,CLM200712,2025-01-05 11:38:00,,-0.104,29.0,0
MSG071300,CLM200713,2024-10-18 11:40:00,claimant,0.093,33.4,0
MSG071301,CLM200713,2024-11-19 10:47:00,claimant,0.504,94.7,0
MSG071302,CLM200713,2024-11-21 18:26:00,adjuster,-0.041,21.3,0
MSG071400,CLM200714,2024-10-31 06:12:00,claimant,-0.255,256.7,1
MSG071401,CLM200714,2024-10-12 23:09:00,adjuster,-0.263,127.1,0
MSG071402,CLM200714,2024-10-05 13:08:00,adjuster,-0.376,50.0,0
MSG071500,CLM200715,2025-01-17 15:55:00,adjuster,-0.011,83.2,0
MSG071501,CLM200715,2025-01-06 01:48:00,adjuster,-0.291,249.9,0
MSG071502,CLM200715,2025-01-28 20:45:00,adjuster,-0.124,270.2,0
MSG071503,CLM200715,2025-01-03 09:38:00,attorney,-0.16,153.8,0
MSG071504,CLM200715,2025-01-10 12:41:00,adjuster,-0.298,96.1,0
MSG071505,CLM200715,2025-01-12 01:23:00,insured,-0.189,55.2,0
MSG071506,CLM200715,2025-01-08 17:36:00,claimant,0.025,135.2,0
MSG071507,CLM200715,2024-12-23 04:33:00,insured,-0.426,88.1,0
MSG071508,CLM200715,2025-01-27 00:31:00,adjuster,-0.195,75.2,0
MSG071509,CLM200715,2025-01-17 10:02:00,claimant,-0.313,186.6,0
MSG071510,CLM200715,2025-01-13 22:57:00,adjuster,-0.233,42.8,0
MSG071511,CLM200715,2025-01-26 05:33:00,attorney,-0.18,76.5,0
MSG071600,CLM200716,2024-09-16 00:37:00,claimant,-0.005,73.3,0
MSG071601,CLM200716,2024-09-24 04:52:00,adjuster,-0.7,60.7,1
MSG071602,CLM200716,2024-09-24 17:01:00,claimant,0.053,21.0,0
MSG071603,CLM200716,2024-10-14 03:11:00,adjuster,0.298,83.0,0
MSG071604,CLM200716,2024-09-22 18:17:00,adjuster,0.106,123.5,1
MSG071605,CLM200716,2024-09-26 07:19:00,attorney,-0.401,95.0,1
MSG071606,CLM200716,2024-09-28 00:46:00,adjuster,0.538,155.8,0
MSG071700,CLM200717,2024-03-28 22:01:00,insured,0.067,39.5,0
MSG071701,CLM200717,2024-03-27 12:22:00,insured,0.09,95.5,0
MSG071702,CLM200717,2024-03-26 05:50:00,claimant,-0.109,9.7,0
MSG071800,CLM200718,2024-11-02 05:39:00,attorney,-0.012,216.0,1
MSG071900,CLM200719,2024-05-26 00:02:00,adjuster,0.068,39.4,0
MSG071901,CLM200719,2024-05-13 17:14:00,adjuster,0.253,64.8,0
MSG071902,CLM200719,2024-05-13 06:25:00,claimant,-0.131,16.5,0
MSG072000,CLM200720,2024-05-08 22:06:00,adjuster,-0.412,133.5,0
MSG072001,CLM200720,2024-05-29 03:36:00,insured,-0.533,62.1,1
MSG072100,CLM200721,2024-10-01 10:27:00,adjuster,0.074,96.8,0
MSG072101,CLM200721,2024-09-05 13:09:00,adjuster,0.018,194.2,0
MSG072200,CLM200722,2024-05-10 02:20:00,claimant,0.251,23.6,0
MSG072300,CLM200723,2024-02-12 22:29:00,adjuster,0.26,45.3,0
MSG072301,CLM200723,2024-01-29 12:57:00,claimant,-0.056,39.3,0
MSG072302,CLM200723,2024-01-12 01:51:00,adjuster,-0.328,61.9,0
MSG072400,CLM200724,2025-01-29 12:42:00,claimant,-0.09,52.0,0
MSG072401,CLM200724,2025-01-03 21:12:00,adjuster,-0.398,40.2,0
MSG072500,CLM200725,2024-09-04 15:11:00,adjuster,0.217,23.5,0
MSG072600,CLM200726,2024-09-21 21:41:00,adjuster,0.437,62.9,0
MSG072700,CLM200727,2024-11-13 15:49:00,insured,-0.497,48.5,0
MSG072800,CLM200728,2024-08-28 07:22:00,adjuster,-0.121,91.7,0
MSG072900,CLM200729,2024-08-23 19:06:00,insured,0.106,99.5,0
MSG072901,CLM200729,2024-08-14 10:08:00,attorney,0.186,29.5,0
MSG072902,CLM200729,2024-08-28 10:43:00,adjuster,-0.085,60.6,0
MSG073000,CLM200730,2024-11-08 03:23:00,insured,-0.244,54.3,0
MSG073001,CLM200730,2024-11-21 08:01:00,claimant,-0.592,48.6,0
MSG073002,CLM200730,2024-11-15 15:56:00,claimant,-0.397,44.3,0
MSG073100,CLM200731,2024-05-27 17:31:00,claimant,-0.716,105.7,0
MSG073101,CLM200731,2024-04-30 23:14:00,insured,-0.497,89.4,0
MSG073102,CLM200731,2024-05-13 05:50:00,claimant,-0.325,58.6,1
MSG073200,CLM200732,2024-10-31 22:15:00,claimant,-0.078,9.3,0
MSG073201,CLM200732,2024-12-03 15:46:00,adjuster,0.065,105.0,0
MSG073202,CLM200732,2024-12-08 15:55:00,insured,-0.719,75.9,0
MSG073203,CLM200732,2024-11-23 11:40:00,adjuster,0.145,49.0,0
MSG073300,CLM200733,2024-10-07 08:04:00,adjuster,-0.748,65.0,1
MSG073301,CLM200733,2024-10-02 13:50:00,adjuster,0.047,190.9,1
MSG073302,CLM200733,2024-09-28 08:59:00,adjuster,0.09,101.7,0
MSG073303,CLM200733,2024-09-22 21:07:00,adjuster,-0.108,73.0,0
MSG073304,CLM200733,2024-09-30 04:40:00,insured,-0.15,65.6,0
MSG073400,CLM200734,2024-04-04 02:50:00,claimant,0.279,44.8,0
MSG073500,CLM200735,2024-03-16 13:32:00,insured,-0.886,136.5,1
MSG073501,CLM200735,2024-03-09 20:26:00,adjuster,-0.534,40.2,1
MSG073502,CLM200735,2024-03-22 06:54:00,insured,0.02,28.3,1
MSG073503,CLM200735,2024-04-01 18:18:00,adjuster,-0.473,40.4,0
MSG073600,CLM200736,2024-12-05 14:00:00,adjuster,-0.302,27.7,0
MSG073700,CLM200737,2024-12-04 19:26:00,attorney,-0.469,64.7,1
MSG073701,CLM200737,2024-12-18 23:18:00,adjuster,-0.822,72.9,0
MSG073702,CLM200737,2024-11-26 02:18:00,claimant,-0.397,394.6,0
MSG073703,CLM200737,2024-11-29 17:36:00,adjuster,-0.58,77.1,0
MSG073800,CLM200738,2025-01-05 10:22:00,insured,-0.142,95.7,0
MSG073801,CLM200738,2025-01-31 14:06:00,adjuster,-0.229,16.1,0
MSG073802,CLM200738,2025-01-14 00:22:00,adjuster,-0.185,94.6,0
MSG073900,CLM200739,2024-03-08 02:02:00,claimant,-0.364,283.3,0
MSG073901,CLM200739,2024-03-04 14:53:00,insured,-0.092,68.5,0
MSG073902,CLM200739,2024-02-06 11:55:00,adjuster,-0.523,61.3,0
MSG074000,CLM200740,2024-11-26 07:50:00,claimant,0.026,134.4,0
MSG074100,CLM200741,2024-11-14 08:25:00,adjuster,-0.641,54.3,0
MSG074200,CLM200742,2024-11-09 15:19:00,claimant,0.01,25.6,0
MSG074201,CLM200742,2024-10-30 21:05:00,attorney,-0.052,101.5,0
MSG074202,CLM200742,2024-10-14 17:23:00,adjuster,0.221,22.2,0
MSG074300,CLM200743,2024-07-22 02:13:00,claimant,-0.221,72.0,0
MSG074301,CLM200743,2024-07-20 14:34:00,adjuster,-0.075,164.1,0
MSG074302,CLM200743,2024-08-04 08:48:00,insured,-0.133,31.5,0
MSG074303,CLM200743,2024-07-22 17:51:00,claimant,0.484,93.8,0
MSG074400,CLM200744,2024-08-16 15:20:00,claimant,-0.289,23.6,0
MSG074401,CLM200744,2024-08-04 07:23:00,attorney,-0.275,31.0,1
MSG074500,CLM200745,2024-06-20 02:22:00,adjuster,0.371,83.5,0
MSG074501,CLM200745,2024-06-27 23:58:00,attorney,0.264,206.5,0
MSG074600,CLM200746,2024-02-16 16:18:00,adjuster,-0.228,22.4,0
MSG074601,CLM200746,2024-02-11 11:56:00,adjuster,-0.209,150.6,0
MSG074602,CLM200746,2024-02-18 08:07:00,insured,0.538,25.8,0
MSG074700,CLM200747,2024-08-10 04:46:00,adjuster,0.13,69.6,0
MSG074800,CLM200748,2024-04-19 18:10:00,adjuster,0.345,32.9,0
MSG074801,CLM200748,2024-04-10 03:55:00,insured,-0.122,135.2,0
MSG074900,CLM200749,2024-04-11 04:27:00,adjuster,0.424,53.7,0
MSG075000,CLM200750,2024-02-11 04:44:00,claimant,-0.343,117.9,0
MSG075001,CLM200750,2024-02-27 06:46:00,claimant,-0.173,24.4,0
MSG075100,CLM200751,2024-06-21 12:08:00,adjuster,0.298,87.0,0
MSG075200,CLM200752,2024-02-22 10:32:00,insured,-0.108,89.6,0
MSG075201,CLM200752,2024-02-23 07:03:00,attorney,0.2,92.4,0
MSG075202,CLM200752,2024-02-21 14:35:00,claimant,-0.451,77.1,0
MSG075300,CLM200753,2024-12-18 06:18:00,claimant,-0.502,33.0,0
MSG075301,CLM200753,2024-12-03 11:39:00,adjuster,0.144,10.6,0
MSG075400,CLM200754,2024-12-24 10:26:00,claimant,0.188,32.8,0
MSG075401,CLM200754,2025-01-02 01:37:00,insured,-0.029,53.4,0
MSG075500,CLM200755,2024-11-07 12:44:00,adjuster,-0.036,43.8,0
MSG075600,CLM200756,2024-05-26 21:38:00,adjuster,-0.121,69.4,0
MSG075700,CLM200757,2024-03-13 17:05:00,insured,0.125,112.8,0
MSG075701,CLM200757,2024-04-12 05:21:00,adjuster,-0.261,144.3,1
MSG075702,CLM200757,2024-03-28 09:42:00,adjuster,-0.338,42.4,0
MSG075703,CLM200757,2024-04-05 12:05:00,adjuster,-0.274,106.7,0
MSG075704,CLM200757,2024-03-23 03:25:00,claimant,-0.068,68.7,0
MSG075800,CLM200758,2024-07-06 13:00:00,adjuster,-0.023,40.8,0
MSG075801,CLM200758,2024-07-16 02:42:00,adjuster,0.421,140.4,0
MSG075802,CLM200758,2024-08-05 18:38:00,adjuster,-0.548,80.1,0
MSG075803,CLM200758,2024-07-09 09:00:00,claimant,-0.092,83.7,0
MSG075804,CLM200758,2024-08-01 10:25:00,adjuster,0.049,238.3,1
MSG075900,CLM200759,2024-09-05 08:41:00,attorney,-0.559,190.6,0
MSG075901,CLM200759,2024-09-10 17:20:00,adjuster,-0.331,145.6,0
MSG075902,CLM200759,2024-09-26 22:01:00,insured,0.027,218.5,0
MSG076000,CLM200760,2024-02-14 12:36:00,adjuster,0.193,82.7,0
MSG076001,CLM200760,2024-01-15 06:14:00,attorney,0.024,143.4,0
MSG076002,CLM200760,2024-02-05 06:01:00,adjuster,0.652,40.6,0
MSG076100,CLM200761,2024-11-13 00:05:00,attorney,-0.27,62.1,0
MSG076101,CLM200761,2024-11-17 23:50:00,insured,-0.036,283.3,0
MSG076102,CLM200761,2024-12-19 21:04:00,claimant,-0.159,230.1,0
MSG076200,CLM200762,2024-06-16 19:44:00,adjuster,0.39,187.5,0
MSG076201,CLM200762,2024-07-01 17:18:00,attorney,0.147,113.6,0
MSG076202,CLM200762,2024-06-28 17:14:00,adjuster,-0.181,9.4,1
MSG076203,CLM200762,2024-07-05 07:47:00,adjuster,-0.531,137.5,0
MSG076300,CLM200763,2024-11-21 06:34:00,,-0.048,171.6,0
MSG076301,CLM200763,2024-11-19 00:53:00,adjuster,0.071,161.9,0
MSG076400,CLM200764,2024-02-16 05:32:00,claimant,0.488,76.2,0
MSG076401,CLM200764,2024-01-31 09:56:00,claimant,0.077,333.7,0
MSG076402,CLM200764,2024-02-04 17:38:00,adjuster,0.593,66.6,0
MSG076500,CLM200765,2024-07-17 18:27:00,adjuster,-0.052,42.5,0
MSG076600,CLM200766,2024-07-15 06:16:00,attorney,0.065,174.9,0
MSG076601,CLM200766,2024-06-29 08:21:00,adjuster,-0.064,318.2,0
MSG076602,CLM200766,2024-06-25 00:16:00,claimant,-0.303,118.3,0
MSG076603,CLM200766,2024-07-15 17:57:00,,0.196,231.7,0
MSG076700,CLM200767,2024-02-20 17:45:00,insured,0.217,16.5,0
MSG076701,CLM200767,2024-03-01 10:33:00,insured,0.363,167.5,0
MSG076800,CLM200768,2024-09-23 02:43:00,adjuster,-0.416,149.1,1
MSG076801,CLM200768,2024-09-21 19:25:00,insured,-0.641,347.9,0
MSG076802,CLM200768,2024-09-29 15:08:00,attorney,-0.415,137.2,1
MSG076803,CLM200768,2024-10-23 02:39:00,claimant,0.26,178.6,0
MSG076804,CLM200768,2024-10-01 08:08:00,attorney,0.058,82.4,0
MSG076805,CLM200768,2024-10-19 16:13:00,claimant,-0.563,106.7,1
MSG076806,CLM200768,2024-10-22 10:41:00,attorney,-0.288,273.7,0
MSG076900,CLM200769,2025-01-03 00:14:00,adjuster,-0.145,140.2,0
MSG076901,CLM200769,2024-12-15 20:19:00,insured,-0.457,36.0,1
MSG077000,CLM200770,2024-07-23 21:43:00,adjuster,0.045,188.7,0
MSG077100,CLM200771,2024-05-29 12:18:00,adjuster,-0.249,157.9,0
MSG077101,CLM200771,2024-06-13 18:35:00,insured,0.741,346.4,0
MSG077102,CLM200771,2024-05-30 06:38:00,claimant,0.222,146.0,0
MSG077103,CLM200771,2024-06-15 18:22:00,adjuster,0.138,19.5,0
MSG077104,CLM200771,2024-06-06 08:47:00,insured,0.263,60.2,0
MSG077105,CLM200771,2024-06-01 20:53:00,claimant,0.336,91.2,0
MSG077106,CLM200771,2024-06-27 13:12:00,adjuster,0.615,95.3,0
MSG077200,CLM200772,2024-09-02 04:58:00,claimant,0.119,16.7,0
MSG077201,CLM200772,2024-09-23 23:28:00,adjuster,-0.244,52.7,1
MSG077202,CLM200772,2024-08-27 11:11:00,attorney,-0.262,91.2,1
MSG077203,CLM200772,2024-09-25 08:41:00,claimant,-0.305,78.3,0
MSG077204,CLM200772,2024-09-26 17:19:00,insured,-0.096,69.7,0
MSG077205,CLM200772,2024-09-21 09:26:00,adjuster,-0.697,27.7,1
MSG077206,CLM200772,2024-09-18 18:20:00,attorney,0.083,149.1,0
MSG077207,CLM200772,2024-09-11 03:11:00,adjuster,-0.335,160.2,0
MSG077208,CLM200772,2024-09-07 11:01:00,adjuster,-0.372,253.0,0
MSG077300,CLM200773,2024-05-14 23:57:00,claimant,0.102,14.6,0
MSG077301,CLM200773,2024-06-16 10:34:00,claimant,-0.097,27.0,0
MSG077400,CLM200774,2024-05-26 11:02:00,attorney,-0.124,14.0,0
MSG077500,CLM200775,2024-10-17 10:29:00,insured,0.269,113.0,0
MSG077501,CLM200775,2024-11-02 06:55:00,adjuster,0.252,89.4,0
MSG077600,CLM200776,2024-09-02 21:34:00,insured,0.286,56.3,0
MSG077601,CLM200776,2024-08-10 11:57:00,adjuster,0.174,129.5,0
