fnol_id,claim_id,reporting_channel,description_of_loss,police_report_flag,witness_flag,loss_location,weather_condition,point_of_impact,injury_reported_at_fnol
FNOL300562,CLM200562,mobile_app,left side accident with rain conditions,0,0.0,highway,wind,front_end,0
FNOL300563,CLM200563,web_portal,left side accident with rain conditions,0,1.0,residential_street,night_clear,rear_end,0
FNOL300564,CLM200564,web_portal,front end accident with wind conditions,0,0.0,residential_street,night_clear,rear_end,0
FNOL300565,CLM200565,phone,rear end accident with fog conditions,0,0.0,residential_street,clear,right_side,0
FNOL300566,CLM200566,web_portal,right side accident with wind conditions,0,0.0,parking_lot,rain,front_end,0
FNOL300567,CLM200567,mobile_app,right side accident with wind conditions,1,0.0,urban_arterial,fog,front_end,0
FNOL300568,CLM200568,agent,multi point accident with wind conditions,0,0.0,parking_lot,rain,rear_end,0
FNOL300569,CLM200569,agent,right side accident with clear conditions,1,0.0,intersection,rain,rear_end,0
FNOL300570,CLM200570,phone,front end accident with fog conditions,0,0.0,urban_arterial,night_clear,rear_end,0
FNOL300571,CLM200571,phone,right side accident with fog conditions,0,0.0,urban_arterial,rain,rear_end,0
FNOL300572,CLM200572,phone,multi point accident with night clear conditions,0,0.0,intersection,clear,multi_point,0
FNOL300573,CLM200573,web_portal,rear end accident with wind conditions,0,0.0,highway,rain,right_side,0
FNOL300574,CLM200574,agent,left side accident with wind conditions,1,1.0,residential_street,clear,right_side,0
FNOL300575,CLM200575,web_portal,right side accident with night clear conditions,1,0.0,highway,fog,right_side,0
FNOL300576,CLM200576,agent,multi point accident with wind conditions,0,0.0,residential_street,night_clear,left_side,0
FNOL300577,CLM200577,mobile_app,left side accident with wind conditions,0,0.0,parking_lot,fog,rear_end,1
FNOL300578,CLM200578,mobile_app,multi point accident with fog conditions,1,0.0,parking_lot,night_clear,front_end,1
FNOL300579,CLM200579,agent,right side accident with clear conditions,0,0.0,highway,fog,rear_end,0
FNOL300580,CLM200580,phone,right side accident with wind conditions,0,0.0,highway,rain,right_side,0
FNOL300581,CLM200581,phone,rear end accident with rain conditions,0,0.0,residential_street,rain,right_side,0
FNOL300582,CLM200582,phone,left side accident with clear conditions,0,0.0,highway,rain,front_end,0
FNOL300583,CLM200583,phone,right side accident with rain conditions,0,0.0,parking_lot,clear,front_end,0
FNOL300584,CLM200584,mobile_app,rear end accident with rain conditions,0,0.0,residential_street,clear,rear_end,0
FNOL300585,CLM200585,phone,multi point accident with rain conditions,0,0.0,intersection,fog,rear_end,0
FNOL300586,CLM200586,mobile_app,right side accident with rain conditions,0,0.0,urban_arterial,clear,rear_end,0
FNOL300587,CLM200587,phone,multi point accident with night clear conditions,0,0.0,urban_arterial,clear,multi_point,0
FNOL300588,CLM200588,phone,right side accident with night clear conditions,0,0.0,intersection,rain,rear_end,0
FNOL300589,CLM200589,phone,multi point accident with clear conditions,1,0.0,residential_street,night_clear,multi_point,1
FNOL300590,CLM200590,agent,multi point accident with fog conditions,0,0.0,urban_arterial,clear,front_end,0
FNOL300591,CLM200591,mobile_app,rear end accident with rain conditions,1,0.0,intersection,wind,front_end,1
FNOL300592,CLM200592,agent,multi point accident with night clear conditions,1,0.0,parking_lot,rain,rear_end,0
FNOL300593,CLM200593,mobile_app,left side accident with fog conditions,1,0.0,residential_street,clear,rear_end,0
FNOL300594,CLM200594,phone,left side accident with wind conditions,0,0.0,parking_lot,clear,front_end,0
FNOL300595,CLM200595,web_portal,front end accident with clear conditions,0,0.0,residential_street,clear,left_side,0
FNOL300596,CLM200596,phone,left side accident with wind conditions,0,0.0,highway,rain,front_end,0
FNOL300597,CLM200597,phone,left side accident with fog conditions,1,0.0,highway,clear,rear_end,1
FNOL300598,CLM200598,mobile_app,left side accident with night clear conditions,0,1.0,residential_street,rain,rear_end,1
FNOL300599,CLM200599,web_portal,right side accident with clear conditions,0,0.0,residential_street,clear,rear_end,0
FNOL300600,CLM200600,agent,right side accident with rain conditions,0,0.0,parking_lot,clear,right_side,0
FNOL300601,CLM200601,phone,right side accident with night clear conditions,0,1.0,residential_street,clear,left_side,0
FNOL300602,CLM200602,web_portal,left side accident with rain conditions,0,0.0,urban_arterial,night_clear,rear_end,1
FNOL300603,CLM200603,mobile_app,multi point accident with rain conditions,0,1.0,parking_lot,clear,right_side,0
FNOL300604,CLM200604,web_portal,multi point accident with rain conditions,1,0.0,urban_arterial,rain,rear_end,0
FNOL300605,CLM200605,agent,multi point accident with fog conditions,0,0.0,intersection,fog,right_side,0
FNOL300606,CLM200606,mobile_app,right side accident with clear conditions,0,0.0,parking_lot,clear,front_end,0
FNOL300607,CLM200607,phone,front end accident with wind conditions,1,0.0,residential_street,clear,right_side,0
FNOL300608,CLM200608,agent,multi point accident with night clear conditions,0,1.0,residential_street,rain,rear_end,0
FNOL300609,CLM200609,mobile_app,multi point accident with rain conditions,0,0.0,urban_arterial,night_clear,right_side,0
FNOL300610,CLM200610,agent,front end accident with clear conditions,1,0.0,parking_lot,night_clear,right_side,1
FNOL300611,CLM200611,mobile_app,multi point accident with rain conditions,0,0.0,urban_arterial,clear,rear_end,0
FNOL300612,CLM200612,agent,left side accident with wind conditions,1,1.0,residential_street,clear,rear_end,0
FNOL300613,CLM200613,phone,right side accident with fog conditions,0,1.0,urban_arterial,clear,right_side,0
FNOL300614,CLM200614,web_portal,front end accident with wind conditions,0,0.0,residential_street,clear,front_end,0
FNOL300615,CLM200615,phone,front end accident with night clear conditions,0,0.0,urban_arterial,night_clear,left_side,0
FNOL300616,CLM200616,web_portal,left side accident with night clear conditions,0,0.0,urban_arterial,clear,rear_end,0
FNOL300617,CLM200617,agent,rear end accident with fog conditions,0,0.0,residential_street,clear,rear_end,0
FNOL300618,CLM200618,web_portal,rear end accident with wind conditions,0,1.0,parking_lot,clear,right_side,1
FNOL300619,CLM200619,web_portal,left side accident with fog conditions,1,1.0,urban_arterial,night_clear,rear_end,0
FNOL300620,CLM200620,phone,multi point accident with clear conditions,0,0.0,residential_street,rain,rear_end,0
FNOL300621,CLM200621,phone,rear end accident with fog conditions,0,0.0,intersection,clear,rear_end,0
FNOL300622,CLM200622,mobile_app,front end accident with night clear conditions,1,0.0,residential_street,clear,right_side,0
FNOL300623,CLM200623,phone,front end accident with fog conditions,0,1.0,residential_street,clear,rear_end,0
FNOL300624,CLM200624,phone,front end accident with fog conditions,0,1.0,urban_arterial,clear,front_end,0
FNOL300625,CLM200625,web_portal,rear end accident with wind conditions,1,0.0,urban_arterial,night_clear,left_side,1
FNOL300626,CLM200626,web_portal,rear end accident with night clear conditions,1,0.0,urban_arterial,fog,front_end,0
FNOL300627,CLM200627,phone,left side accident with clear conditions,0,1.0,intersection,rain,rear_end,1
FNOL300628,CLM200628,phone,left side accident with clear conditions,0,0.0,urban_arterial,rain,rear_end,0
FNOL300629,CLM200629,phone,right side accident with fog conditions,0,0.0,urban_arterial,rain,rear_end,1
FNOL300630,CLM200630,web_portal,multi point accident with clear conditions,0,0.0,urban_arterial,wind,multi_point,1
FNOL300631,CLM200631,agent,rear end accident with night clear conditions,0,0.0,intersection,clear,right_side,0
FNOL300632,CLM200632,phone,front end accident with wind conditions,0,1.0,highway,fog,right_side,1
FNOL300633,CLM200633,phone,multi point accident with wind conditions,1,1.0,intersection,rain,right_side,0
FNOL300634,CLM200634,agent,front end accident with fog conditions,0,1.0,highway,clear,rear_end,0
FNOL300635,CLM200635,phone,rear end accident with fog conditions,1,0.0,intersection,clear,right_side,0
FNOL300636,CLM200636,web_portal,front end accident with clear conditions,0,1.0,intersection,night_clear,front_end,0
FNOL300637,CLM200637,phone,front end accident with wind conditions,0,0.0,residential_street,night_clear,right_side,0
FNOL300638,CLM200638,agent,front end accident with fog conditions,0,0.0,intersection,clear,multi_point,0
FNOL300639,CLM200639,web_portal,left side accident with rain conditions,0,0.0,intersection,clear,rear_end,0
FNOL300640,CLM200640,phone,front end accident with fog conditions,0,0.0,urban_arterial,fog,left_side,0
FNOL300641,CLM200641,phone,left side accident with fog conditions,0,1.0,residential_street,wind,rear_end,1
FNOL300642,CLM200642,phone,multi point accident with night clear conditions,1,0.0,parking_lot,rain,multi_point,0
FNOL300643,CLM200643,phone,front end accident with clear conditions,1,1.0,intersection,night_clear,rear_end,1
FNOL300644,CLM200644,phone,left side accident with clear conditions,0,0.0,parking_lot,night_clear,rear_end,1
FNOL300645,CLM200645,mobile_app,right side accident with clear conditions,0,0.0,parking_lot,clear,multi_point,0
FNOL300646,CLM200646,agent,rear end accident with wind conditions,1,0.0,highway,clear,rear_end,1
FNOL300647,CLM200647,phone,front end accident with clear conditions,0,0.0,intersection,clear,front_end,0
FNOL300648,CLM200648,mobile_app,right side accident with wind conditions,0,0.0,urban_arterial,night_clear,left_side,0
FNOL300649,CLM200649,agent,front end accident with wind conditions,1,0.0,parking_lot,rain,left_side,0
FNOL300650,CLM200650,phone,left side accident with wind conditions,0,0.0,urban_arterial,night_clear,rear_end,0
FNOL300651,CLM200651,mobile_app,left side accident with fog conditions,1,0.0,parking_lot,fog,rear_end,1
FNOL300652,CLM200652,web_portal,multi point accident with fog conditions,0,1.0,intersection,wind,front_end,0
FNOL300653,CLM200653,web_portal,rear end accident with night clear conditions,1,0.0,urban_arterial,clear,front_end,1
FNOL300654,CLM200654,mobile_app,right side accident with night clear conditions,0,0.0,intersection,clear,multi_point,1
FNOL300655,CLM200655,agent,multi point accident with clear conditions,0,1.0,intersection,night_clear,right_side,0
FNOL300656,CLM200656,phone,multi point accident with rain conditions,1,0.0,urban_arterial,rain,left_side,0
FNOL300657,CLM200657,phone,left side accident with rain conditions,0,0.0,highway,night_clear,rear_end,0
FNOL300658,CLM200658,phone,front end accident with fog conditions,0,0.0,urban_arterial,clear,multi_point,0
FNOL300659,CLM200659,phone,rear end accident with wind conditions,0,0.0,urban_arterial,rain,rear_end,0
FNOL300660,CLM200660,phone,front end accident with rain conditions,0,0.0,intersection,rain,multi_point,0
FNOL300661,CLM200661,phone,right side accident with clear conditions,0,0.0,highway,clear,multi_point,0
FNOL300662,CLM200662,web_portal,rear end accident with rain conditions,0,0.0,parking_lot,rain,multi_point,0
FNOL300663,CLM200663,phone,right side accident with fog conditions,1,0.0,urban_arterial,night_clear,rear_end,0
FNOL300664,CLM200664,agent,multi point accident with wind conditions,0,0.0,urban_arterial,rain,rear_end,1
FNOL300665,CLM200665,phone,left side accident with clear conditions,1,1.0,residential_street,rain,left_side,1
FNOL300666,CLM200666,web_portal,multi point accident with wind conditions,0,0.0,highway,fog,front_end,0
FNOL300667,CLM200667,phone,multi point accident with clear conditions,0,1.0,intersection,wind,front_end,1
FNOL300668,CLM200668,phone,right side accident with rain conditions,0,0.0,urban_arterial,night_clear,left_side,0
FNOL300669,CLM200669,web_portal,left side accident with fog conditions,0,0.0,parking_lot,rain,left_side,0
FNOL300670,CLM200670,phone,left side accident with clear conditions,1,0.0,parking_lot,rain,rear_end,0
FNOL300671,CLM200671,web_portal,front end accident with fog conditions,0,0.0,residential_street,rain,rear_end,0
FNOL300672,CLM200672,web_portal,rear end accident with clear conditions,0,0.0,parking_lot,night_clear,left_side,0
FNOL300673,CLM200673,web_portal,right side accident with rain conditions,0,0.0,highway,night_clear,rear_end,0
FNOL300674,CLM200674,mobile_app,left side accident with fog conditions,0,0.0,parking_lot,rain,left_side,0
FNOL300675,CLM200675,agent,multi point accident with rain conditions,0,0.0,residential_street,clear,right_side,0
FNOL300676,CLM200676,phone,right side accident with fog conditions,1,0.0,intersection,night_clear,right_side,0
FNOL300677,CLM200677,agent,front end accident with rain conditions,1,1.0,urban_arterial,clear,right_side,0
FNOL300678,CLM200678,phone,multi point accident with fog conditions,1,0.0,urban_arterial,clear,front_end,0
FNOL300679,CLM200679,mobile_app,rear end accident with clear conditions,0,0.0,highway,rain,right_side,0
FNOL300680,CLM200680,agent,rear end accident with clear conditions,0,0.0,highway,fog,front_end,0
FNOL300681,CLM200681,phone,right side accident with night clear conditions,0,0.0,urban_arterial,clear,right_side,0
FNOL300682,CLM200682,agent,right side accident with rain conditions,0,0.0,urban_arterial,clear,rear_end,0
FNOL300683,CLM200683,mobile_app,right side accident with wind conditions,0,0.0,urban_arterial,wind,left_side,0
FNOL300684,CLM200684,agent,right side accident with clear conditions,0,1.0,urban_arterial,fog,rear_end,0
FNOL300685,CLM200685,phone,front end accident with clear conditions,1,0.0,urban_arterial,clear,rear_end,1
FNOL300686,CLM200686,mobile_app,rear end accident with wind conditions,1,0.0,intersection,clear,front_end,1
FNOL300687,CLM200687,phone,multi point accident with rain conditions,0,0.0,intersection,fog,rear_end,0
FNOL300688,CLM200688,phone,front end accident with rain conditions,1,1.0,highway,clear,rear_end,1
FNOL300689,CLM200689,web_portal,rear end accident with clear conditions,1,1.0,urban_arterial,clear,right_side,0
FNOL300690,CLM200690,web_portal,rear end accident with rain conditions,0,0.0,highway,night_clear,left_side,0
FNOL300691,CLM200691,web_portal,multi point accident with rain conditions,0,0.0,intersection,rain,right_side,0
FNOL300692,CLM200692,web_portal,multi point accident with wind conditions,0,1.0,intersection,rain,right_side,0
FNOL300693,CLM200693,agent,multi point accident with night clear conditions,0,0.0,urban_arterial,rain,front_end,1
FNOL300694,CLM200694,mobile_app,multi point accident with clear conditions,0,0.0,urban_arterial,fog,multi_point,0
FNOL300695,CLM200695,phone,rear end accident with clear conditions,0,1.0,highway,rain,rear_end,0
FNOL300696,CLM200696,web_portal,rear end accident with wind conditions,0,0.0,highway,fog,rear_end,0
FNOL300697,CLM200697,web_portal,left side accident with night clear conditions,0,1.0,urban_arterial,fog,rear_end,0
FNOL300698,CLM200698,phone,left side accident with rain conditions,0,0.0,parking_lot,clear,right_side,0
FNOL300699,CLM200699,phone,rear end accident with night clear conditions,1,0.0,urban_arterial,rain,rear_end,0
FNOL300700,CLM200700,phone,multi point accident with clear conditions,0,0.0,urban_arterial,clear,front_end,0
FNOL300701,CLM200701,web_portal,right side accident with wind conditions,0,0.0,parking_lot,wind,left_side,0
FNOL300702,CLM200702,phone,right side accident with night clear conditions,1,1.0,parking_lot,wind,right_side,0
FNOL300703,CLM200703,web_portal,left side accident with fog conditions,0,0.0,urban_arterial,night_clear,right_side,0
FNOL300704,CLM200704,web_portal,multi point accident with fog conditions,0,1.0,parking_lot,rain,rear_end,1
FNOL300705,CLM200705,agent,right side accident with rain conditions,1,0.0,highway,rain,rear_end,0
FNOL300706,CLM200706,phone,left side accident with wind conditions,1,1.0,highway,fog,left_side,0
FNOL300707,CLM200707,agent,left side accident with night clear conditions,1,0.0,urban_arterial,clear,right_side,0
FNOL300708,CLM200708,web_portal,multi point accident with night clear conditions,0,0.0,urban_arterial,night_clear,rear_end,0
FNOL300709,CLM200709,phone,front end accident with night clear conditions,0,0.0,urban_arterial,clear,right_side,0
FNOL300710,CLM200710,phone,multi point accident with clear conditions,0,0.0,parking_lot,rain,rear_end,0
FNOL300711,CLM200711,phone,rear end accident with fog conditions,0,0.0,intersection,night_clear,rear_end,0
FNOL300712,CLM200712,phone,rear end accident with fog conditions,1,,urban_arterial,wind,rear_end,1
FNOL300713,CLM200713,phone,rear end accident with clear conditions,0,1.0,highway,rain,right_side,0
FNOL300714,CLM200714,phone,front end accident with night clear conditions,0,0.0,highway,clear,right_side,0
FNOL300715,CLM200715,agent,left side accident with clear conditions,1,0.0,highway,rain,front_end,1
FNOL300716,CLM200716,phone,multi point accident with fog conditions,0,0.0,intersection,rain,right_side,1
FNOL300717,CLM200717,phone,multi point accident with clear conditions,0,1.0,urban_arterial,rain,front_end,0
FNOL300718,CLM200718,mobile_app,rear end accident with wind conditions,0,0.0,residential_street,wind,rear_end,0
FNOL300719,CLM200719,agent,right side accident with clear conditions,0,0.0,residential_street,clear,right_side,0
FNOL300720,CLM200720,agent,front end accident with fog conditions,1,0.0,intersection,fog,rear_end,0
FNOL300721,CLM200721,agent,front end accident with fog conditions,0,1.0,highway,clear,multi_point,0
FNOL300722,CLM200722,agent,multi point accident with clear conditions,0,0.0,urban_arterial,wind,right_side,0
FNOL300723,CLM200723,phone,multi point accident with night clear conditions,0,0.0,urban_arterial,clear,right_side,0
FNOL300724,CLM200724,mobile_app,right side accident with clear conditions,0,0.0,parking_lot,rain,left_side,1
FNOL300725,CLM200725,phone,rear end accident with wind conditions,0,1.0,residential_street,clear,right_side,0
FNOL300726,CLM200726,agent,rear end accident with clear conditions,1,0.0,residential_street,clear,rear_end,0
FNOL300727,CLM200727,phone,multi point accident with wind conditions,0,1.0,urban_arterial,rain,left_side,0
FNOL300728,CLM200728,mobile_app,front end accident with rain conditions,0,1.0,urban_arterial,rain,rear_end,0
FNOL300729,CLM200729,phone,front end accident with wind conditions,0,0.0,residential_street,rain,left_side,0
FNOL300730,CLM200730,agent,left side accident with fog conditions,0,0.0,urban_arterial,night_clear,left_side,0
FNOL300731,CLM200731,phone,rear end accident with wind conditions,0,1.0,intersection,clear,rear_end,0
FNOL300732,CLM200732,agent,right side accident with night clear conditions,1,0.0,intersection,clear,rear_end,0
FNOL300733,CLM200733,agent,multi point accident with fog conditions,0,0.0,urban_arterial,rain,left_side,1
FNOL300734,CLM200734,phone,front end accident with wind conditions,0,0.0,residential_street,night_clear,multi_point,0
FNOL300735,CLM200735,web_portal,left side accident with night clear conditions,1,0.0,urban_arterial,clear,left_side,0
FNOL300736,CLM200736,phone,multi point accident with rain conditions,0,0.0,intersection,clear,front_end,0
FNOL300737,CLM200737,phone,multi point accident with rain conditions,0,0.0,residential_street,night_clear,multi_point,1
FNOL300738,CLM200738,phone,rear end accident with wind conditions,0,0.0,highway,rain,right_side,0
FNOL300739,CLM200739,mobile_app,right side accident with night clear conditions,0,0.0,parking_lot,night_clear,right_side,0
FNOL300740,CLM200740,phone,rear end accident with clear conditions,0,0.0,urban_arterial,clear,front_end,1
FNOL300741,CLM200741,web_portal,rear end accident with clear conditions,1,,highway,clear,front_end,0
FNOL300742,CLM200742,web_portal,right side accident with clear conditions,1,1.0,urban_arterial,rain,rear_end,0
FNOL300743,CLM200743,phone,rear end accident with wind conditions,1,1.0,highway,clear,right_side,0
FNOL300744,CLM200744,phone,rear end accident with fog conditions,1,0.0,urban_arterial,rain,rear_end,0
FNOL300745,CLM200745,phone,left side accident with fog conditions,0,0.0,intersection,clear,left_side,0
FNOL300746,CLM200746,phone,left side accident with rain conditions,0,0.0,residential_street,rain,right_side,0
FNOL300747,CLM200747,agent,left side accident with fog conditions,0,0.0,intersection,night_clear,left_side,0
FNOL300748,CLM200748,phone,multi point accident with wind conditions,0,0.0,urban_arterial,night_clear,rear_end,0
FNOL300749,CLM200749,web_portal,left side accident with fog conditions,0,0.0,intersection,clear,rear_end,0
FNOL300750,CLM200750,agent,front end accident with rain conditions,0,0.0,parking_lot,clear,left_side,0
FNOL300751,CLM200751,phone,front end accident with clear conditions,1,0.0,parking_lot,night_clear,rear_end,0
FNOL300752,CLM200752,mobile_app,multi point accident with rain conditions,0,0.0,intersection,rain,rear_end,0
FNOL300753,CLM200753,agent,front end accident with wind conditions,0,0.0,residential_street,rain,rear_end,0
FNOL300754,CLM200754,mobile_app,rear end accident with clear conditions,0,0.0,parking_lot,night_clear,left_side,0
FNOL300755,CLM200755,phone,left side accident with rain conditions,0,0.0,intersection,clear,left_side,0
FNOL300756,CLM200756,web_portal,right side accident with rain conditions,0,0.0,urban_arterial,rain,rear_end,0
FNOL300757,CLM200757,agent,rear end accident with fog conditions,0,0.0,urban_arterial,night_clear,left_side,1
FNOL300758,CLM200758,web_portal,right side accident with night clear conditions,0,0.0,intersection,rain,front_end,0
FNOL300759,CLM200759,web_portal,left side accident with night clear conditions,0,0.0,intersection,wind,front_end,0
FNOL300760,CLM200760,web_portal,right side accident with rain conditions,0,0.0,residential_street,night_clear,right_side,0
FNOL300761,CLM200761,mobile_app,rear end accident with fog conditions,0,0.0,intersection,clear,rear_end,0
FNOL300762,CLM200762,phone,multi point accident with night clear conditions,0,0.0,intersection,night_clear,front_end,0
FNOL300763,CLM200763,agent,multi point accident with night clear conditions,0,0.0,residential_street,clear,rear_end,0
FNOL300764,CLM200764,phone,right side accident with wind conditions,0,0.0,urban_arterial,night_clear,rear_end,0
FNOL300765,CLM200765,agent,right side accident with clear conditions,1,0.0,residential_street,clear,left_side,0
FNOL300766,CLM200766,phone,right side accident with rain conditions,0,0.0,highway,clear,left_side,0
FNOL300767,CLM200767,web_portal,rear end accident with rain conditions,0,0.0,urban_arterial,fog,left_side,0
FNOL300768,CLM200768,agent,multi point accident with wind conditions,1,0.0,intersection,night_clear,multi_point,1
FNOL300769,CLM200769,agent,right side accident with rain conditions,1,0.0,parking_lot,wind,right_side,0
FNOL300770,CLM200770,phone,right side accident with clear conditions,0,0.0,intersection,wind,rear_end,0
FNOL300771,CLM200771,mobile_app,left side accident with night clear conditions,0,0.0,residential_street,night_clear,left_side,0
FNOL300772,CLM200772,phone,rear end accident with clear conditions,1,0.0,highway,rain,left_side,1
FNOL300773,CLM200773,phone,left side accident with wind conditions,0,0.0,residential_street,night_clear,left_side,0
FNOL300774,CLM200774,mobile_app,left side accident with night clear conditions,0,0.0,parking_lot,clear,front_end,0
FNOL300775,CLM200775,agent,front end accident with night clear conditions,1,0.0,residential_street,clear,multi_point,0
FNOL300776,CLM200776,agent,multi point accident with fog conditions,0,1.0,urban_arterial,clear,front_end,1
FNOL300777,CLM200777,mobile_app,front end accident with fog conditions,0,0.0,intersection,night_clear,right_side,0
FNOL300778,CLM200778,web_portal,multi point accident with wind conditions,0,0.0,highway,clear,front_end,1
FNOL300779,CLM200779,phone,multi point accident with rain conditions,0,0.0,highway,clear,right_side,1
FNOL300780,CLM200780,phone,rear end accident with fog conditions,0,1.0,residential_street,clear,front_end,0
FNOL300781,CLM200781,web_portal,rear end accident with rain conditions,0,1.0,intersection,clear,rear_end,0
FNOL300782,CLM200782,agent,front end accident with rain conditions,0,0.0,highway,rain,front_end,0
FNOL300783,CLM200783,web_portal,right side accident with fog conditions,0,0.0,urban_arterial,clear,front_end,1
FNOL300784,CLM200784,phone,rear end accident with fog conditions,0,0.0,intersection,night_clear,rear_end,0
FNOL300785,CLM200785,phone,front end accident with clear conditions,0,0.0,intersection,night_clear,left_side,0
FNOL300786,CLM200786,phone,multi point accident with clear conditions,1,0.0,urban_arterial,rain,right_side,1
FNOL300787,CLM200787,agent,left side accident with wind conditions,0,0.0,intersection,clear,right_side,0
FNOL300788,CLM200788,phone,left side accident with fog conditions,0,1.0,intersection,night_clear,front_end,0
FNOL300789,CLM200789,phone,left side accident with night clear conditions,0,0.0,urban_arterial,rain,front_end,0
FNOL300790,CLM200790,mobile_app,multi point accident with clear conditions,0,1.0,parking_lot,clear,right_side,0
FNOL300791,CLM200791,phone,rear end accident with rain conditions,1,0.0,urban_arterial,clear,multi_point,0
FNOL300792,CLM200792,phone,left side accident with rain conditions,0,0.0,intersection,clear,rear_end,0
FNOL300793,CLM200793,web_portal,rear end accident with wind conditions,0,0.0,urban_arterial,rain,rear_end,0
FNOL300794,CLM200794,phone,rear end accident with fog conditions,0,0.0,parking_lot,clear,rear_end,0
FNOL300795,CLM200795,mobile_app,left side accident with fog conditions,1,1.0,intersection,night_clear,front_end,1
FNOL300796,CLM200796,agent,multi point accident with night clear conditions,1,0.0,urban_arterial,rain,right_side,0
FNOL300797,CLM200797,phone,left side accident with clear conditions,0,0.0,parking_lot,clear,rear_end,0
FNOL300798,CLM200798,phone,right side accident with night clear conditions,1,1.0,urban_arterial,clear,left_side,0
FNOL300799,CLM200799,web_portal,multi point accident with rain conditions,0,1.0,urban_arterial,fog,rear_end,1
FNOL300800,CLM200800,mobile_app,rear end accident with clear conditions,1,0.0,intersection,clear,rear_end,0
FNOL300801,CLM200801,agent,right side accident with fog conditions,0,1.0,intersection,clear,left_side,0
FNOL300802,CLM200802,phone,multi point accident with rain conditions,1,0.0,parking_lot,fog,left_side,0
FNOL300803,CLM200803,agent,multi point accident with wind conditions,1,1.0,intersection,clear,rear_end,0
FNOL300804,CLM200804,mobile_app,right side accident with wind conditions,1,1.0,urban_arterial,clear,rear_end,0
FNOL300805,CLM200805,phone,multi point accident with fog conditions,0,0.0,residential_street,rain,rear_end,0
FNOL300806,CLM200806,mobile_app,right side accident with wind conditions,0,0.0,intersection,rain,multi_point,0
FNOL300807,CLM200807,phone,rear end accident with clear conditions,0,0.0,intersection,clear,right_side,0
FNOL300808,CLM200808,phone,multi point accident with rain conditions,0,0.0,highway,wind,front_end,1
FNOL300809,CLM200809,phone,multi point accident with clear conditions,1,0.0,highway,rain,multi_point,1
FNOL300810,CLM200810,phone,rear end accident with wind conditions,0,0.0,parking_lot,clear,left_side,1
FNOL300811,CLM200811,mobile_app,multi point accident with wind conditions,0,0.0,urban_arterial,night_clear,rear_end,0
FNOL300812,CLM200812,phone,right side accident with wind conditions,0,0.0,intersection,rain,front_end,0
FNOL300813,CLM200813,phone,left side accident with rain conditions,1,1.0,highway,night_clear,multi_point,0
FNOL300814,CLM200814,phone,multi point accident with night clear conditions,0,0.0,residential_street,clear,left_side,0
FNOL300815,CLM200815,web_portal,right side accident with wind conditions,0,0.0,urban_arterial,rain,multi_point,1
FNOL300816,CLM200816,agent,right side accident with fog conditions,0,1.0,parking_lot,fog,front_end,0
FNOL300817,CLM200817,phone,front end accident with rain conditions,0,0.0,intersection,night_clear,multi_point,0
FNOL300818,CLM200818,agent,front end accident with night clear conditions,0,0.0,residential_street,wind,right_side,0
FNOL300819,CLM200819,web_portal,rear end accident with wind conditions,0,0.0,intersection,rain,right_side,1
FNOL300820,CLM200820,agent,multi point accident with night clear conditions,0,1.0,highway,wind,multi_point,0
FNOL300821,CLM200821,mobile_app,front end accident with rain conditions,0,1.0,highway,clear,rear_end,1
FNOL300822,CLM200822,mobile_app,rear end accident with fog conditions,1,0.0,intersection,fog,left_side,0
FNOL300823,CLM200823,agent,rear end accident with clear conditions,0,0.0,urban_arterial,rain,rear_end,0
FNOL300824,CLM200824,mobile_app,front end accident with fog conditions,0,0.0,highway,clear,right_side,0
FNOL300825,CLM200825,agent,left side accident with fog conditions,1,0.0,parking_lot,clear,left_side,0
FNOL300826,CLM200826,agent,multi point accident with night clear conditions,1,0.0,urban_arterial,clear,rear_end,1
FNOL300827,CLM200827,mobile_app,right side accident with wind conditions,0,0.0,intersection,clear,front_end,0
FNOL300828,CLM200828,mobile_app,multi point accident with night clear conditions,0,0.0,residential_street,clear,rear_end,0
FNOL300829,CLM200829,mobile_app,rear end accident with night clear conditions,0,1.0,highway,clear,front_end,0
FNOL300830,CLM200830,web_portal,rear end accident with clear conditions,0,0.0,highway,fog,rear_end,0
FNOL300831,CLM200831,web_portal,front end accident with night clear conditions,0,0.0,highway,rain,multi_point,0
FNOL300832,CLM200832,web_portal,front end accident with clear conditions,0,1.0,parking_lot,clear,left_side,0
FNOL300833,CLM200833,phone,rear end accident with fog conditions,0,0.0,urban_arterial,fog,multi_point,0
FNOL300834,CLM200834,agent,multi point accident with night clear conditions,0,0.0,intersection,clear,rear_end,0
FNOL300835,CLM200835,phone,multi point accident with wind conditions,1,0.0,urban_arterial,rain,front_end,0
FNOL300836,CLM200836,phone,left side accident with night clear conditions,0,1.0,highway,night_clear,multi_point,1
FNOL300837,CLM200837,phone,multi point accident with fog conditions,1,0.0,parking_lot,wind,left_side,0
FNOL300838,CLM200838,phone,rear end accident with wind conditions,0,1.0,highway,rain,rear_end,1
FNOL300839,CLM200839,mobile_app,rear end accident with fog conditions,1,0.0,residential_street,rain,multi_point,0
FNOL300840,CLM200840,phone,multi point accident with night clear conditions,0,0.0,residential_street,clear,rear_end,0
FNOL300841,CLM200841,phone,multi point accident with clear conditions,0,0.0,highway,rain,rear_end,0
FNOL300842,CLM200842,phone,right side accident with rain conditions,0,0.0,residential_street,clear,right_side,1
